PCT,crime_category,CRIME,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
34,non_seven_major_felony-offenses,OTHER FELONIES (4),215.0,176.0,173.0,126.0,158.0,102.0,106.0,112.0,90.0,104.0,87.0,94.0,98.0,75.0,102.0,101.0
34,non_seven_major_felony-offenses,TOTAL NON-SEVEN MAJOR FELONY OFFENSES,1520.0,987.0,1008.0,878.0,1183.0,1061.0,952.0,1078.0,906.0,888.0,766.0,834.0,774.0,840.0,662.0,738.0
34,misdemeanor_offenses_listing,MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ,17.0,12.0,28.0,24.0,42.0,25.0,13.0,19.0,9.0,10.0,15.0,27.0,24.0,23.0,13.0,6.0
34,misdemeanor_offenses_listing,MISDEMEANOR SEX CRIMES (4),52.0,70.0,68.0,46.0,42.0,32.0,43.0,46.0,47.0,28.0,38.0,36.0,34.0,25.0,37.0,46.0
34,misdemeanor_offenses_listing,MISDEMEANOR DANGEROUS DRUGS  (1),2258.0,1038.0,863.0,999.0,1690.0,1660.0,1347.0,1544.0,1724.0,1834.0,1601.0,1616.0,1426.0,859.0,1288.0,707.0
34,misdemeanor_offenses_listing,MISDEMEANOR DANGEROUS WEAPONS (5)               ,32.0,30.0,28.0,50.0,71.0,82.0,86.0,106.0,84.0,109.0,102.0,82.0,91.0,88.0,90.0,82.0
34,misdemeanor_offenses_listing,PETIT LARCENY                         ,773.0,781.0,1117.0,790.0,776.0,788.0,638.0,616.0,736.0,753.0,633.0,666.0,740.0,859.0,770.0,761.0
34,misdemeanor_offenses_listing,ASSAULT 3 AND RELATED OFFENSES        ,812.0,769.0,676.0,583.0,684.0,642.0,614.0,555.0,553.0,573.0,615.0,581.0,600.0,619.0,599.0,522.0
34,misdemeanor_offenses_listing,INTOXICATED & IMPAIRED DRIVING              ,72.0,56.0,90.0,92.0,80.0,72.0,65.0,152.0,116.0,108.0,80.0,110.0,97.0,212.0,202.0,131.0
34,misdemeanor_offenses_listing,VEHICLE AND TRAFFIC LAWS              ,122.0,78.0,85.0,62.0,58.0,64.0,46.0,69.0,56.0,49.0,46.0,47.0,55.0,55.0,57.0,55.0
34,misdemeanor_offenses_listing,MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ,578.0,495.0,668.0,540.0,551.0,678.0,671.0,681.0,789.0,688.0,546.0,511.0,496.0,369.0,497.0,615.0
34,misdemeanor_offenses_listing,CRIMINAL TRESPASS,77.0,76.0,52.0,87.0,143.0,100.0,113.0,121.0,94.0,173.0,226.0,384.0,308.0,347.0,490.0,205.0
34,misdemeanor_offenses_listing,UNAUTHORIZED USE OF A VEHICLE           ,16.0,22.0,32.0,22.0,30.0,24.0,19.0,12.0,16.0,20.0,22.0,16.0,18.0,10.0,15.0,13.0
34,misdemeanor_offenses_listing,OFFENSES AGAINST THE PERSON (7)      ,8.0,12.0,12.0,8.0,17.0,30.0,23.0,65.0,27.0,17.0,17.0,21.0,37.0,21.0,22.0,29.0
34,misdemeanor_offenses_listing,OFFENSES AGAINST PUBLIC ADMINISTRATION (2),83.0,122.0,122.0,97.0,137.0,101.0,99.0,120.0,114.0,127.0,98.0,91.0,137.0,100.0,97.0,93.0
34,misdemeanor_offenses_listing,ADMINISTRATIVE CODE (6)            ,6.0,6.0,5.0,3.0,6.0,11.0,5.0,2.0,8.0,5.0,4.0,3.0,5.0,15.0,5.0,5.0
34,misdemeanor_offenses_listing,FRAUDS (3)                    ,67.0,102.0,72.0,39.0,71.0,78.0,38.0,56.0,67.0,60.0,50.0,41.0,55.0,56.0,59.0,46.0
34,misdemeanor_offenses_listing,AGGRAVATED HARASSMENT 2               ,507.0,587.0,506.0,371.0,419.0,428.0,437.0,371.0,338.0,353.0,419.0,298.0,307.0,334.0,206.0,173.0
34,misdemeanor_offenses_listing,OTHER MISDEMEANORS (8),267.0,253.0,245.0,171.0,306.0,302.0,269.0,325.0,262.0,272.0,340.0,280.0,535.0,488.0,471.0,474.0
34,misdemeanor_offenses_listing,TOTAL MISDEMEANOR OFFENSES,5747.0,4509.0,4669.0,3984.0,5123.0,5117.0,4526.0,4860.0,5040.0,5179.0,4852.0,4810.0,4965.0,4480.0,4918.0,3963.0
40,seven_major_felony_offenses,MURDER & NON NEGL. MANSLAUGHTER                                ,13.0,27.0,16.0,16.0,8.0,10.0,14.0,14.0,15.0,14.0,14.0,21.0,12.0,8.0,7.0,9.0
40,seven_major_felony_offenses,RAPE                                  ,36.0,50.0,47.0,44.0,36.0,28.0,39.0,24.0,29.0,24.0,23.0,23.0,26.0,25.0,29.0,37.0
40,seven_major_felony_offenses,ROBBERY                               ,611.0,591.0,585.0,634.0,600.0,571.0,478.0,451.0,545.0,408.0,444.0,396.0,480.0,454.0,407.0,514.0
40,seven_major_felony_offenses,FELONY ASSAULT                        ,592.0,505.0,489.0,498.0,484.0,418.0,446.0,438.0,389.0,422.0,435.0,453.0,392.0,511.0,469.0,579.0
40,seven_major_felony_offenses,BURGLARY                              ,465.0,326.0,285.0,271.0,295.0,258.0,234.0,240.0,275.0,252.0,200.0,238.0,158.0,213.0,144.0,236.0
40,seven_major_felony_offenses,GRAND LARCENY                         ,413.0,378.0,416.0,449.0,448.0,460.0,442.0,485.0,435.0,369.0,430.0,405.0,482.0,586.0,488.0,645.0
40,seven_major_felony_offenses,GRAND LARCENY OF MOTOR VEHICLE                                  ,319.0,285.0,277.0,234.0,232.0,205.0,221.0,175.0,177.0,156.0,126.0,131.0,78.0,105.0,102.0,98.0
40,seven_major_felony_offenses,TOTAL SEVEN MAJOR FELONY OFFENSES,2449.0,2162.0,2115.0,2146.0,2103.0,1950.0,1874.0,1827.0,1865.0,1645.0,1672.0,1667.0,1628.0,1902.0,1646.0,2118.0
40,non_seven_major_felony-offenses,FELONY POSSESSION STOLEN PROPERTY            ,41.0,36.0,31.0,27.0,34.0,36.0,19.0,26.0,21.0,11.0,4.0,8.0,9.0,5.0,14.0,21.0
40,non_seven_major_felony-offenses,FORGERY/THEFT-FRAUD/IDENTITY THEFT                ,62.0,68.0,94.0,102.0,151.0,159.0,177.0,195.0,202.0,126.0,115.0,85.0,153.0,192.0,183.0,279.0
40,non_seven_major_felony-offenses,ARSON                                 ,73.0,61.0,42.0,41.0,53.0,46.0,50.0,52.0,61.0,51.0,58.0,78.0,50.0,60.0,56.0,50.0
40,non_seven_major_felony-offenses,FELONY SEX CRIMES (3),29.0,31.0,18.0,25.0,23.0,25.0,22.0,12.0,22.0,10.0,19.0,15.0,14.0,28.0,27.0,24.0
40,non_seven_major_felony-offenses,FELONY DANGEROUS DRUGS  (1),1196.0,1054.0,1215.0,904.0,882.0,911.0,1072.0,1105.0,1303.0,1226.0,1220.0,1201.0,1063.0,841.0,828.0,763.0
40,non_seven_major_felony-offenses,FELONY DANGEROUS WEAPONS (2)        ,72.0,73.0,95.0,85.0,100.0,107.0,98.0,146.0,135.0,163.0,149.0,134.0,172.0,206.0,180.0,214.0
40,non_seven_major_felony-offenses,FEL. CRIMINAL MISCHIEF & RELATED OFFENSES  ,132.0,212.0,151.0,121.0,125.0,162.0,272.0,124.0,55.0,30.0,37.0,20.0,27.0,33.0,82.0,260.0
40,non_seven_major_felony-offenses,OTHER FELONIES (4),455.0,414.0,482.0,557.0,556.0,458.0,318.0,291.0,276.0,258.0,244.0,216.0,240.0,236.0,251.0,273.0
40,non_seven_major_felony-offenses,TOTAL NON-SEVEN MAJOR FELONY OFFENSES,2060.0,1949.0,2128.0,1862.0,1924.0,1904.0,2028.0,1951.0,2075.0,1875.0,1846.0,1757.0,1728.0,1601.0,1621.0,1884.0
40,misdemeanor_offenses_listing,MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ,27.0,48.0,36.0,48.0,58.0,49.0,54.0,36.0,34.0,38.0,23.0,52.0,63.0,25.0,39.0,35.0
40,misdemeanor_offenses_listing,MISDEMEANOR SEX CRIMES (4),58.0,94.0,87.0,76.0,82.0,96.0,91.0,83.0,69.0,85.0,75.0,71.0,67.0,78.0,104.0,123.0
40,misdemeanor_offenses_listing,MISDEMEANOR DANGEROUS DRUGS  (1),3248.0,2515.0,2811.0,2376.0,2401.0,2452.0,2388.0,2407.0,2540.0,2637.0,2048.0,2158.0,2319.0,2094.0,2032.0,1602.0
40,misdemeanor_offenses_listing,MISDEMEANOR DANGEROUS WEAPONS (5)               ,156.0,135.0,149.0,180.0,178.0,325.0,405.0,282.0,243.0,276.0,292.0,260.0,322.0,225.0,264.0,345.0
40,misdemeanor_offenses_listing,PETIT LARCENY                         ,1438.0,1655.0,1491.0,1648.0,1364.0,1533.0,1455.0,1582.0,1618.0,1400.0,1429.0,1428.0,1713.0,1604.0,1692.0,1839.0
40,misdemeanor_offenses_listing,ASSAULT 3 AND RELATED OFFENSES        ,1362.0,1370.0,1335.0,1319.0,1241.0,1329.0,1254.0,1227.0,1184.0,1262.0,1311.0,1284.0,1596.0,1480.0,1505.0,1318.0
40,misdemeanor_offenses_listing,INTOXICATED & IMPAIRED DRIVING              ,51.0,43.0,49.0,72.0,114.0,124.0,95.0,132.0,132.0,139.0,96.0,71.0,85.0,128.0,125.0,103.0
40,misdemeanor_offenses_listing,VEHICLE AND TRAFFIC LAWS              ,485.0,414.0,270.0,287.0,411.0,572.0,449.0,167.0,131.0,244.0,133.0,89.0,74.0,87.0,73.0,100.0
40,misdemeanor_offenses_listing,MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ,788.0,851.0,886.0,723.0,695.0,664.0,699.0,926.0,879.0,957.0,1075.0,968.0,1008.0,802.0,852.0,844.0
40,misdemeanor_offenses_listing,CRIMINAL TRESPASS,963.0,1056.0,1146.0,1154.0,894.0,956.0,1245.0,1102.0,1268.0,1462.0,1470.0,1188.0,1119.0,1000.0,1802.0,1204.0
40,misdemeanor_offenses_listing,UNAUTHORIZED USE OF A VEHICLE           ,23.0,42.0,24.0,23.0,28.0,22.0,29.0,20.0,18.0,12.0,15.0,11.0,23.0,17.0,22.0,19.0
40,misdemeanor_offenses_listing,OFFENSES AGAINST THE PERSON (7)      ,48.0,35.0,30.0,20.0,19.0,40.0,27.0,18.0,13.0,24.0,19.0,24.0,37.0,64.0,44.0,55.0
40,misdemeanor_offenses_listing,OFFENSES AGAINST PUBLIC ADMINISTRATION (2),184.0,228.0,204.0,238.0,198.0,276.0,358.0,293.0,267.0,369.0,313.0,273.0,299.0,328.0,370.0,321.0
40,misdemeanor_offenses_listing,ADMINISTRATIVE CODE (6)            ,27.0,21.0,15.0,10.0,24.0,22.0,27.0,23.0,14.0,6.0,8.0,5.0,5.0,10.0,8.0,13.0
40,misdemeanor_offenses_listing,FRAUDS (3)                    ,148.0,140.0,172.0,127.0,130.0,142.0,90.0,47.0,72.0,73.0,54.0,52.0,58.0,87.0,191.0,173.0
40,misdemeanor_offenses_listing,AGGRAVATED HARASSMENT 2               ,771.0,768.0,691.0,727.0,731.0,704.0,698.0,703.0,642.0,710.0,687.0,635.0,653.0,606.0,438.0,490.0
40,misdemeanor_offenses_listing,OTHER MISDEMEANORS (8),876.0,661.0,483.0,696.0,771.0,994.0,1076.0,1053.0,923.0,1573.0,1676.0,1458.0,1673.0,1909.0,1613.0,2195.0
40,misdemeanor_offenses_listing,TOTAL MISDEMEANOR OFFENSES,10653.0,10076.0,9879.0,9724.0,9339.0,10300.0,10440.0,10101.0,10047.0,11267.0,10724.0,10027.0,11114.0,10544.0,11174.0,10779.0
41,seven_major_felony_offenses,MURDER & NON NEGL. MANSLAUGHTER                                ,5.0,12.0,7.0,6.0,4.0,10.0,14.0,8.0,3.0,6.0,5.0,5.0,8.0,2.0,4.0,3.0
41,seven_major_felony_offenses,RAPE                                  ,34.0,19.0,18.0,31.0,21.0,21.0,18.0,18.0,16.0,12.0,20.0,18.0,12.0,17.0,18.0,22.0
41,seven_major_felony_offenses,ROBBERY                               ,287.0,247.0,246.0,264.0,248.0,259.0,286.0,312.0,296.0,224.0,283.0,299.0,329.0,328.0,252.0,226.0
41,seven_major_felony_offenses,FELONY ASSAULT                        ,716.0,561.0,435.0,401.0,388.0,386.0,348.0,339.0,371.0,405.0,399.0,431.0,556.0,732.0,353.0,347.0
41,seven_major_felony_offenses,BURGLARY                              ,392.0,228.0,252.0,257.0,252.0,232.0,213.0,207.0,215.0,215.0,210.0,204.0,205.0,202.0,206.0,165.0
41,seven_major_felony_offenses,GRAND LARCENY                         ,184.0,180.0,210.0,197.0,236.0,238.0,237.0,245.0,243.0,292.0,274.0,292.0,321.0,403.0,378.0,334.0
41,seven_major_felony_offenses,GRAND LARCENY OF MOTOR VEHICLE                                  ,216.0,193.0,237.0,216.0,171.0,176.0,161.0,147.0,135.0,89.0,80.0,93.0,57.0,76.0,80.0,67.0
41,seven_major_felony_offenses,TOTAL SEVEN MAJOR FELONY OFFENSES,1834.0,1440.0,1405.0,1372.0,1320.0,1322.0,1277.0,1276.0,1279.0,1243.0,1271.0,1342.0,1488.0,1760.0,1291.0,1164.0
41,non_seven_major_felony-offenses,FELONY POSSESSION STOLEN PROPERTY            ,45.0,60.0,41.0,31.0,27.0,15.0,9.0,15.0,19.0,10.0,13.0,15.0,11.0,6.0,4.0,13.0
41,non_seven_major_felony-offenses,FORGERY/THEFT-FRAUD/IDENTITY THEFT                ,60.0,53.0,78.0,110.0,139.0,81.0,103.0,111.0,146.0,97.0,62.0,94.0,82.0,63.0,117.0,258.0
41,non_seven_major_felony-offenses,ARSON                                 ,136.0,86.0,46.0,26.0,15.0,27.0,22.0,25.0,33.0,26.0,20.0,22.0,15.0,36.0,20.0,23.0
41,non_seven_major_felony-offenses,FELONY SEX CRIMES (3),22.0,22.0,19.0,16.0,12.0,18.0,16.0,20.0,15.0,12.0,15.0,7.0,18.0,11.0,18.0,16.0
41,non_seven_major_felony-offenses,FELONY DANGEROUS DRUGS  (1),621.0,416.0,484.0,603.0,490.0,567.0,564.0,727.0,719.0,698.0,611.0,689.0,578.0,524.0,364.0,268.0
41,non_seven_major_felony-offenses,FELONY DANGEROUS WEAPONS (2)        ,37.0,40.0,37.0,32.0,24.0,29.0,30.0,46.0,59.0,62.0,61.0,52.0,55.0,45.0,76.0,82.0
41,non_seven_major_felony-offenses,FEL. CRIMINAL MISCHIEF & RELATED OFFENSES  ,194.0,241.0,161.0,153.0,121.0,92.0,128.0,91.0,57.0,41.0,65.0,76.0,151.0,163.0,100.0,81.0
41,non_seven_major_felony-offenses,OTHER FELONIES (4),809.0,677.0,635.0,622.0,536.0,311.0,269.0,319.0,308.0,293.0,282.0,392.0,336.0,429.0,117.0,122.0
41,non_seven_major_felony-offenses,TOTAL NON-SEVEN MAJOR FELONY OFFENSES,1924.0,1595.0,1501.0,1593.0,1364.0,1140.0,1141.0,1354.0,1356.0,1239.0,1129.0,1347.0,1246.0,1277.0,816.0,863.0
41,misdemeanor_offenses_listing,MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ,17.0,53.0,31.0,18.0,30.0,23.0,17.0,42.0,50.0,42.0,30.0,26.0,25.0,19.0,14.0,17.0
41,misdemeanor_offenses_listing,MISDEMEANOR SEX CRIMES (4),39.0,45.0,58.0,30.0,39.0,48.0,56.0,49.0,49.0,50.0,46.0,70.0,48.0,52.0,52.0,50.0
41,misdemeanor_offenses_listing,MISDEMEANOR DANGEROUS DRUGS  (1),1684.0,800.0,769.0,1451.0,1020.0,799.0,812.0,1166.0,1539.0,1335.0,1157.0,1131.0,1142.0,1159.0,1087.0,611.0
41,misdemeanor_offenses_listing,MISDEMEANOR DANGEROUS WEAPONS (5)               ,46.0,26.0,45.0,49.0,48.0,74.0,71.0,69.0,109.0,116.0,113.0,89.0,101.0,89.0,85.0,73.0
41,misdemeanor_offenses_listing,PETIT LARCENY                         ,875.0,940.0,918.0,947.0,758.0,836.0,834.0,948.0,690.0,739.0,676.0,677.0,712.0,738.0,857.0,855.0
41,misdemeanor_offenses_listing,ASSAULT 3 AND RELATED OFFENSES        ,620.0,679.0,542.0,610.0,563.0,563.0,583.0,686.0,682.0,695.0,740.0,693.0,862.0,866.0,897.0,679.0
41,misdemeanor_offenses_listing,INTOXICATED & IMPAIRED DRIVING              ,60.0,65.0,42.0,56.0,66.0,53.0,60.0,57.0,82.0,77.0,48.0,52.0,52.0,81.0,111.0,60.0
41,misdemeanor_offenses_listing,VEHICLE AND TRAFFIC LAWS              ,446.0,189.0,96.0,67.0,55.0,48.0,56.0,62.0,44.0,63.0,51.0,47.0,51.0,65.0,72.0,48.0
41,misdemeanor_offenses_listing,MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ,373.0,329.0,344.0,403.0,395.0,393.0,420.0,485.0,485.0,545.0,624.0,480.0,472.0,409.0,472.0,493.0
41,misdemeanor_offenses_listing,CRIMINAL TRESPASS,99.0,58.0,57.0,239.0,114.0,238.0,289.0,468.0,367.0,319.0,329.0,478.0,239.0,114.0,57.0,56.0
41,misdemeanor_offenses_listing,UNAUTHORIZED USE OF A VEHICLE           ,14.0,18.0,25.0,18.0,22.0,10.0,9.0,13.0,11.0,10.0,19.0,14.0,12.0,14.0,10.0,15.0
41,misdemeanor_offenses_listing,OFFENSES AGAINST THE PERSON (7)      ,8.0,22.0,22.0,18.0,15.0,10.0,12.0,13.0,15.0,7.0,17.0,13.0,14.0,19.0,20.0,18.0
41,misdemeanor_offenses_listing,OFFENSES AGAINST PUBLIC ADMINISTRATION (2),207.0,192.0,198.0,367.0,420.0,544.0,546.0,605.0,518.0,563.0,522.0,719.0,527.0,479.0,186.0,121.0
41,misdemeanor_offenses_listing,ADMINISTRATIVE CODE (6)            ,9.0,8.0,4.0,8.0,3.0,3.0,10.0,10.0,8.0,18.0,2.0,14.0,15.0,14.0,16.0,11.0
41,misdemeanor_offenses_listing,FRAUDS (3)                    ,63.0,75.0,76.0,45.0,69.0,36.0,25.0,27.0,27.0,33.0,42.0,52.0,45.0,56.0,67.0,77.0
41,misdemeanor_offenses_listing,AGGRAVATED HARASSMENT 2               ,412.0,416.0,373.0,326.0,355.0,364.0,359.0,365.0,393.0,371.0,404.0,417.0,406.0,389.0,324.0,303.0
41,misdemeanor_offenses_listing,OTHER MISDEMEANORS (8),764.0,848.0,931.0,729.0,775.0,697.0,862.0,660.0,587.0,931.0,968.0,912.0,1019.0,919.0,816.0,978.0
41,misdemeanor_offenses_listing,TOTAL MISDEMEANOR OFFENSES,5736.0,4763.0,4531.0,5381.0,4747.0,4739.0,5021.0,5725.0,5656.0,5914.0,5788.0,5884.0,5742.0,5482.0,5143.0,4465.0
42,seven_major_felony_offenses,MURDER & NON NEGL. MANSLAUGHTER                                ,12.0,18.0,18.0,10.0,10.0,7.0,17.0,8.0,14.0,15.0,13.0,10.0,8.0,12.0,5.0,6.0
42,seven_major_felony_offenses,RAPE                                  ,40.0,44.0,47.0,32.0,37.0,33.0,20.0,23.0,23.0,24.0,20.0,28.0,30.0,24.0,30.0,33.0
42,seven_major_felony_offenses,ROBBERY                               ,424.0,345.0,387.0,409.0,373.0,456.0,396.0,380.0,348.0,267.0,324.0,325.0,334.0,320.0,307.0,329.0
42,seven_major_felony_offenses,FELONY ASSAULT                        ,491.0,469.0,373.0,340.0,386.0,381.0,354.0,321.0,291.0,303.0,318.0,316.0,340.0,405.0,424.0,379.0
42,seven_major_felony_offenses,BURGLARY                              ,412.0,355.0,345.0,367.0,333.0,327.0,334.0,319.0,190.0,164.0,150.0,178.0,165.0,177.0,163.0,185.0
42,seven_major_felony_offenses,GRAND LARCENY                         ,207.0,220.0,204.0,231.0,226.0,254.0,339.0,354.0,322.0,251.0,230.0,247.0,288.0,320.0,305.0,299.0
42,seven_major_felony_offenses,GRAND LARCENY OF MOTOR VEHICLE                                  ,252.0,235.0,258.0,250.0,227.0,226.0,208.0,158.0,163.0,118.0,123.0,139.0,112.0,77.0,100.0,112.0
42,seven_major_felony_offenses,TOTAL SEVEN MAJOR FELONY OFFENSES,1838.0,1686.0,1632.0,1639.0,1592.0,1684.0,1668.0,1563.0,1351.0,1142.0,1178.0,1243.0,1277.0,1335.0,1334.0,1343.0
42,non_seven_major_felony-offenses,FELONY POSSESSION STOLEN PROPERTY            ,56.0,44.0,37.0,31.0,18.0,18.0,12.0,12.0,14.0,11.0,8.0,11.0,3.0,6.0,8.0,6.0
42,non_seven_major_felony-offenses,FORGERY/THEFT-FRAUD/IDENTITY THEFT                ,67.0,38.0,37.0,52.0,76.0,127.0,110.0,111.0,145.0,76.0,69.0,69.0,71.0,89.0,82.0,119.0
42,non_seven_major_felony-offenses,ARSON                                 ,57.0,58.0,42.0,40.0,31.0,39.0,56.0,56.0,52.0,50.0,49.0,48.0,48.0,45.0,37.0,46.0
42,non_seven_major_felony-offenses,FELONY SEX CRIMES (3),29.0,31.0,35.0,40.0,24.0,15.0,20.0,18.0,20.0,12.0,17.0,17.0,26.0,15.0,19.0,21.0
42,non_seven_major_felony-offenses,FELONY DANGEROUS DRUGS  (1),821.0,737.0,631.0,489.0,492.0,464.0,592.0,712.0,728.0,803.0,646.0,616.0,494.0,445.0,425.0,349.0
42,non_seven_major_felony-offenses,FELONY DANGEROUS WEAPONS (2)        ,70.0,61.0,54.0,58.0,69.0,69.0,84.0,124.0,131.0,106.0,100.0,96.0,99.0,100.0,75.0,108.0
42,non_seven_major_felony-offenses,FEL. CRIMINAL MISCHIEF & RELATED OFFENSES  ,110.0,226.0,125.0,49.0,63.0,80.0,59.0,42.0,40.0,36.0,26.0,29.0,58.0,25.0,50.0,55.0
42,non_seven_major_felony-offenses,OTHER FELONIES (4),304.0,243.0,290.0,283.0,251.0,231.0,177.0,169.0,155.0,179.0,140.0,105.0,120.0,113.0,124.0,132.0
42,non_seven_major_felony-offenses,TOTAL NON-SEVEN MAJOR FELONY OFFENSES,1514.0,1438.0,1251.0,1042.0,1024.0,1043.0,1110.0,1244.0,1285.0,1273.0,1055.0,991.0,919.0,838.0,820.0,836.0
42,misdemeanor_offenses_listing,MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ,13.0,21.0,28.0,28.0,12.0,26.0,20.0,15.0,27.0,30.0,30.0,45.0,23.0,19.0,22.0,17.0
42,misdemeanor_offenses_listing,MISDEMEANOR SEX CRIMES (4),52.0,62.0,44.0,52.0,52.0,53.0,71.0,64.0,54.0,55.0,70.0,55.0,57.0,45.0,58.0,62.0
42,misdemeanor_offenses_listing,MISDEMEANOR DANGEROUS DRUGS  (1),2299.0,1714.0,1681.0,1510.0,1532.0,1580.0,1448.0,1433.0,1795.0,2165.0,1836.0,1939.0,1570.0,1423.0,1416.0,1040.0
42,misdemeanor_offenses_listing,MISDEMEANOR DANGEROUS WEAPONS (5)               ,92.0,111.0,77.0,80.0,94.0,99.0,120.0,197.0,189.0,222.0,187.0,320.0,213.0,159.0,205.0,198.0
42,misdemeanor_offenses_listing,PETIT LARCENY                         ,742.0,818.0,930.0,927.0,956.0,1028.0,1046.0,1143.0,903.0,824.0,777.0,786.0,861.0,928.0,887.0,866.0
42,misdemeanor_offenses_listing,ASSAULT 3 AND RELATED OFFENSES        ,950.0,994.0,923.0,929.0,1031.0,1020.0,1032.0,1021.0,991.0,979.0,1017.0,988.0,983.0,1055.0,1137.0,891.0
42,misdemeanor_offenses_listing,INTOXICATED & IMPAIRED DRIVING              ,34.0,43.0,35.0,29.0,106.0,37.0,78.0,76.0,66.0,68.0,49.0,32.0,47.0,74.0,89.0,54.0
42,misdemeanor_offenses_listing,VEHICLE AND TRAFFIC LAWS              ,300.0,272.0,155.0,147.0,129.0,83.0,74.0,111.0,77.0,97.0,81.0,52.0,56.0,67.0,44.0,65.0
42,misdemeanor_offenses_listing,MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ,621.0,553.0,547.0,606.0,648.0,705.0,739.0,767.0,738.0,740.0,699.0,677.0,737.0,628.0,726.0,723.0
42,misdemeanor_offenses_listing,CRIMINAL TRESPASS,417.0,364.0,555.0,531.0,399.0,310.0,421.0,445.0,404.0,537.0,623.0,660.0,443.0,323.0,310.0,267.0
42,misdemeanor_offenses_listing,UNAUTHORIZED USE OF A VEHICLE           ,14.0,36.0,25.0,18.0,13.0,12.0,10.0,15.0,8.0,12.0,14.0,13.0,16.0,12.0,15.0,21.0
42,misdemeanor_offenses_listing,OFFENSES AGAINST THE PERSON (7)      ,19.0,24.0,22.0,30.0,15.0,16.0,15.0,20.0,30.0,40.0,33.0,27.0,20.0,25.0,24.0,29.0
42,misdemeanor_offenses_listing,OFFENSES AGAINST PUBLIC ADMINISTRATION (2),117.0,159.0,110.0,118.0,192.0,127.0,162.0,157.0,179.0,212.0,235.0,212.0,213.0,185.0,202.0,254.0
42,misdemeanor_offenses_listing,ADMINISTRATIVE CODE (6)            ,6.0,9.0,11.0,17.0,8.0,18.0,12.0,11.0,11.0,6.0,9.0,10.0,11.0,7.0,7.0,7.0
42,misdemeanor_offenses_listing,FRAUDS (3)                    ,38.0,98.0,41.0,35.0,55.0,43.0,32.0,32.0,38.0,35.0,43.0,29.0,37.0,46.0,51.0,50.0
42,misdemeanor_offenses_listing,AGGRAVATED HARASSMENT 2               ,513.0,539.0,499.0,462.0,571.0,505.0,486.0,466.0,440.0,387.0,376.0,424.0,410.0,378.0,195.0,258.0
42,misdemeanor_offenses_listing,OTHER MISDEMEANORS (8),292.0,199.0,154.0,254.0,221.0,285.0,458.0,261.0,257.0,714.0,710.0,434.0,706.0,704.0,529.0,851.0
42,misdemeanor_offenses_listing,TOTAL MISDEMEANOR OFFENSES,6519.0,6016.0,5837.0,5773.0,6034.0,5947.0,6224.0,6234.0,6207.0,7123.0,6789.0,6703.0,6403.0,6078.0,5917.0,5653.0
43,seven_major_felony_offenses,MURDER & NON NEGL. MANSLAUGHTER                                ,16.0,14.0,28.0,10.0,15.0,14.0,12.0,6.0,13.0,13.0,14.0,19.0,18.0,9.0,9.0,8.0
43,seven_major_felony_offenses,RAPE                                  ,67.0,67.0,79.0,61.0,49.0,36.0,37.0,37.0,32.0,47.0,35.0,22.0,38.0,26.0,36.0,44.0
43,seven_major_felony_offenses,ROBBERY                               ,730.0,602.0,609.0,620.0,592.0,577.0,521.0,514.0,584.0,503.0,537.0,534.0,584.0,586.0,546.0,560.0
43,seven_major_felony_offenses,FELONY ASSAULT                        ,639.0,633.0,606.0,509.0,521.0,533.0,535.0,525.0,475.0,491.0,509.0,537.0,541.0,600.0,667.0,632.0
43,seven_major_felony_offenses,BURGLARY                              ,767.0,727.0,613.0,547.0,499.0,459.0,441.0,402.0,390.0,418.0,384.0,385.0,348.0,361.0,327.0,322.0
43,seven_major_felony_offenses,GRAND LARCENY                         ,514.0,533.0,574.0,638.0,624.0,705.0,699.0,706.0,688.0,631.0,574.0,601.0,687.0,708.0,693.0,710.0
43,seven_major_felony_offenses,GRAND LARCENY OF MOTOR VEHICLE                                  ,843.0,753.0,711.0,699.0,657.0,516.0,464.0,402.0,392.0,320.0,253.0,284.0,221.0,190.0,174.0,215.0
43,seven_major_felony_offenses,TOTAL SEVEN MAJOR FELONY OFFENSES,3576.0,3329.0,3220.0,3084.0,2957.0,2840.0,2709.0,2592.0,2574.0,2423.0,2306.0,2382.0,2437.0,2480.0,2452.0,2491.0
43,non_seven_major_felony-offenses,FELONY POSSESSION STOLEN PROPERTY            ,47.0,44.0,51.0,23.0,34.0,25.0,13.0,11.0,22.0,17.0,11.0,11.0,10.0,11.0,12.0,8.0
43,non_seven_major_felony-offenses,FORGERY/THEFT-FRAUD/IDENTITY THEFT                ,122.0,97.0,79.0,119.0,228.0,223.0,194.0,194.0,241.0,199.0,166.0,240.0,281.0,226.0,183.0,205.0
